psp,txn_id,order_id,operation_type,engine_status,engine_at,provider_ref,provider_type,provider_status,provider_at,currency,engine_amount,provider_amount,engine_in_period,provider_in_period,engine_usd,provider_usd,cause,diff_usd,cause_bucket
paypal_us,TXN-100076,ORD-500076,SALE,settled,2026-06-23 18:07:26,KY1X122L79Q4AV354,Website Payment,Completed,2026-06-23 18:07:26,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-101579,ORD-501579,SALE,settled,2026-06-22 09:22:45,L21NXY65S5UE4JUCH,Website Payment,Completed,2026-06-22 09:22:45,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100280,ORD-500280,SALE,settled,2026-06-03 19:11:33,L4KA07QF2HF0GN4FQ,Website Payment,Completed,2026-06-03 19:11:33,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100422,ORD-500422,SALE,settled,2026-06-30 18:20:04,L5CSXUT7E14DXDTG3,Website Payment,Completed,2026-06-30 18:20:04,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-101365,ORD-501365,SALE,settled,2026-06-13 17:06:41,L9B3F5WJQDCFF2CLU,Website Payment,Completed,2026-06-13 17:06:41,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100565,ORD-500565,SALE,settled,2026-06-22 14:33:59,LJ28QV8QW4Z1EPWQ5,Website Payment,Completed,2026-06-22 14:33:59,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-101631,ORD-501631,SALE,declined,2026-06-29 14:55:02,LK3V4B3BEQBT23T56,Website Payment,Denied,2026-06-29 15:25:02,USD,9.99,9.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-100619,ORD-500619,SALE,settled,2026-06-26 15:52:56,LQQFMDFPG15E263GC,Website Payment,Completed,2026-06-26 15:52:56,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101312,ORD-501312,SALE,settled,2026-06-23 18:06:22,LTGACUGK77ZM6KUCU,Website Payment,Completed,2026-06-23 18:06:22,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101665,ORD-501665,SALE,settled,2026-06-19 10:19:40,M3Y81JLBNCH3Q9Z61,Website Payment,Completed,2026-06-19 10:19:40,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101514,ORD-501514,SALE,declined,2026-06-17 16:49:54,MB5EZ1BNTCX8JTJ05,Website Payment,Denied,2026-06-17 17:19:54,USD,9.99,9.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-101866,ORD-501866,SALE,settled,2026-06-11 11:43:37,MEUCDSM5ST230JYMF,Website Payment,Completed,2026-06-11 11:43:37,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100439,ORD-500439,SALE,settled,2026-06-04 18:21:01,MLJQ9EZ84S7YB3NF0,Website Payment,Completed,2026-06-04 18:21:01,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100129,ORD-500129,SALE,settled,2026-06-11 11:54:42,MRAW9PLWVWW2ZKVYD,Website Payment,Completed,2026-06-11 11:54:42,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100353,ORD-500353,SALE,settled,2026-06-28 14:07:31,MVU6UEE7UR630VGYG,Website Payment,Completed,2026-06-28 14:07:31,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101026,ORD-501026,SALE,settled,2026-06-25 14:51:29,N66JUYQK15AAV3VRB,Website Payment,Completed,2026-06-25 14:51:29,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101237,ORD-501237,SALE,settled,2026-06-27 11:52:07,NJ67TCKRGF6SQ32CT,Website Payment,Completed,2026-06-27 11:52:07,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-101510,ORD-501510,SALE,settled,2026-06-11 11:43:29,NYRXFV0C0T8GZLT7C,Website Payment,Completed,2026-06-11 11:43:29,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100876,ORD-500876,SALE,settled,2026-06-27 13:22:24,P0TEFX9NABFV6GK9K,Website Payment,Completed,2026-06-27 13:22:24,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101578,ORD-501578,SALE,settled,2026-06-24 11:30:18,P3H9AHKPHQRK8J3MF,Website Payment,Completed,2026-06-24 11:30:18,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100017,ORD-500017,SALE,settled,2026-06-29 12:34:32,P9ZBD3PCHTW0XBJTU,Website Payment,Completed,2026-06-29 12:34:32,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100493,ORD-500493,SALE,declined,2026-06-17 08:42:46,PDLHKLQCCY74NNF0D,Website Payment,Denied,2026-06-17 09:12:46,USD,59.99,59.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-101623,ORD-501623,SALE,settled,2026-06-16 17:39:53,PEXQDQSY0NE9N15BB,Website Payment,Completed,2026-06-16 17:39:53,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101741,ORD-501741,SALE,settled,2026-06-09 19:22:10,PG53VZ4F421DD2WQ6,Website Payment,Completed,2026-06-09 19:22:10,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101711,ORD-501711,SALE,settled,2026-06-05 20:05:30,PUSEEKNR0PESR9JUF,Website Payment,Completed,2026-06-05 20:05:30,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-100391,ORD-500391,SALE,settled,2026-06-15 16:54:07,QD1NK943MGB1Y4NSU,Website Payment,Completed,2026-06-15 16:54:07,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101287,ORD-501287,SALE,settled,2026-06-29 14:59:47,QXJ2Z4F2KNENDFAEQ,Website Payment,Completed,2026-06-29 14:59:47,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100583,ORD-500583,SALE,settled,2026-06-04 16:50:48,QZR1ET3QMW6JLLY34,Website Payment,Completed,2026-06-04 16:50:48,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101653,ORD-501653,SALE,settled,2026-06-27 08:48:50,R1QD3A3QD5ER9FDXS,Website Payment,Completed,2026-06-27 08:48:50,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101674,ORD-501674,SALE,declined,2026-06-16 15:28:52,R24GBRDZERMNEFEN3,Website Payment,Denied,2026-06-16 15:58:52,USD,24.99,24.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-101054,ORD-501054,SALE,settled,2026-06-03 11:32:09,RDPF89PP266GQEL1C,Website Payment,Completed,2026-06-03 11:32:09,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-100443,ORD-500443,SALE,settled,2026-06-20 10:49:47,RHUE6VS08QV58ULWZ,Website Payment,Completed,2026-06-20 10:49:47,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-101273,ORD-501273,SALE,settled,2026-06-19 15:56:32,RPJHWUCELCEXNDV1R,Website Payment,Completed,2026-06-19 15:56:32,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100209,ORD-500209,SALE,declined,2026-06-19 07:18:08,RTCK0ECBF1HDTC5GH,Website Payment,Denied,2026-06-19 07:48:08,USD,9.99,9.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-100352,ORD-500352,SALE,settled,2026-06-23 14:30:06,S2D2FF7MMMFDD9GHL,Website Payment,Completed,2026-06-23 14:30:06,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100890,ORD-500890,SALE,settled,2026-06-25 12:39:47,S2XTNT6P4L24BVKXL,Website Payment,Completed,2026-06-25 12:39:47,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100692,ORD-500692,SALE,settled,2026-06-23 17:49:56,S356B5P08M2MHJPK2,Website Payment,Completed,2026-06-23 17:49:56,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-100003,ORD-500003,SALE,settled,2026-06-11 18:20:30,SCH3SWS9VR536PMRF,Website Payment,Completed,2026-06-11 18:20:30,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-107827,ORD-501875,REFUND,settled,2026-06-16 11:44:19,SETQP4LX6AX9VNCCC,Refund,Refunded,2026-06-16 11:44:19,USD,24.99,-24.99,true,true,-24.99,-24.99,matched,0.00,matched
paypal_us,TXN-100862,ORD-500862,SALE,settled,2026-06-09 10:59:50,SFE7D0YMX74QBH3DX,Website Payment,Completed,2026-06-09 10:59:50,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101760,ORD-501760,SALE,settled,2026-06-13 08:17:02,SGNFH3F6F28J6YH4E,Website Payment,Completed,2026-06-13 08:17:02,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101959,ORD-501959,SALE,settled,2026-06-12 11:07:35,SN0QJR793ESDZZWKP,Website Payment,Completed,2026-06-12 11:07:35,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100173,ORD-500173,SALE,settled,2026-06-14 19:36:55,SUGLZ686GA85DED2Y,Website Payment,Completed,2026-06-14 19:36:55,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-100550,ORD-500550,SALE,settled,2026-06-29 11:03:55,T0TN41N39JN6LLY1J,Website Payment,Completed,2026-06-29 11:03:55,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101449,ORD-501449,SALE,settled,2026-06-08 08:25:47,T4TJUW9RQDBZZAWJ5,Website Payment,Completed,2026-06-08 08:25:47,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100602,ORD-500602,SALE,settled,2026-06-07 15:45:40,T641KFXJRK23E33SS,Website Payment,Completed,2026-06-07 15:45:40,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-101165,ORD-501165,SALE,settled,2026-06-02 12:09:53,TJ208BF86ZQ5F84FM,Website Payment,Completed,2026-06-02 12:09:53,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100468,ORD-500468,SALE,settled,2026-06-23 13:14:08,TV7USC6Y9AJLK2E4P,Website Payment,Completed,2026-06-23 13:14:08,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100118,ORD-500118,SALE,settled,2026-06-02 16:54:50,U177YX89EDAVRKTSN,Website Payment,Completed,2026-06-02 16:54:50,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101345,ORD-501345,SALE,declined,2026-06-17 17:22:39,U75HUGYDDZWYR6NAV,Website Payment,Denied,2026-06-17 17:52:39,USD,24.99,24.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-101218,ORD-501218,SALE,settled,2026-06-26 13:32:52,U8B9978P8HYN5X5F0,Website Payment,Completed,2026-06-26 13:32:52,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-101105,ORD-501105,SALE,settled,2026-06-02 15:17:54,UH2UT76WBYVNBE36W,Website Payment,Completed,2026-06-02 15:17:54,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100963,ORD-500963,SALE,settled,2026-06-28 19:26:05,ULDQRB7809TCMRW56,Website Payment,Completed,2026-06-28 19:26:05,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-101315,ORD-501315,SALE,settled,2026-06-15 09:16:42,UR6RNGEPT304TTSTF,Website Payment,Completed,2026-06-15 09:16:42,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100560,ORD-500560,SALE,settled,2026-06-05 12:58:33,UVT63HHJ9FB7E54W7,Website Payment,Completed,2026-06-05 12:58:33,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100236,ORD-500236,SALE,settled,2026-06-28 10:22:34,UX8MBJBRXB0N1KLC4,Website Payment,Completed,2026-06-28 10:22:34,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101786,ORD-501786,SALE,settled,2026-06-12 13:49:28,UXFV5DBHZA1KW1JGP,Website Payment,Completed,2026-06-12 13:49:28,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100477,ORD-500477,SALE,settled,2026-06-26 17:50:07,VC5WJVHNX1JRAMMD0,Website Payment,Completed,2026-06-26 17:50:07,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100978,ORD-500978,SALE,settled,2026-06-17 13:11:04,VS9W55L2HFSE2Y362,Website Payment,Completed,2026-06-17 13:11:04,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101268,ORD-501268,SALE,settled,2026-06-26 18:42:41,VTLJWJNZVAR5J2XMC,Website Payment,Completed,2026-06-26 18:42:41,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100942,ORD-500942,SALE,settled,2026-06-16 08:02:04,VUE47XLF8YJEFMTUN,Website Payment,Completed,2026-06-16 08:02:04,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-101053,ORD-501053,SALE,settled,2026-06-10 19:28:09,VW20PE29U0X8S1VX7,Website Payment,Completed,2026-06-10 19:28:09,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-101136,ORD-501136,SALE,settled,2026-06-21 08:47:46,W12FAHPAYPB9SWNLT,Website Payment,Completed,2026-06-21 08:47:46,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-100496,ORD-500496,SALE,declined,2026-06-20 08:21:24,W1JSM48MV8RJ2M6BU,Website Payment,Denied,2026-06-20 08:51:24,USD,4.99,4.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-101173,ORD-501173,SALE,settled,2026-06-17 11:17:51,W3YYJAJABTMYA8WVL,Website Payment,Completed,2026-06-17 11:17:51,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101495,ORD-501495,SALE,settled,2026-06-09 16:23:18,X4Y5FT0PMKRS6LLPW,Website Payment,Completed,2026-06-09 16:23:18,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101843,ORD-501843,SALE,settled,2026-06-16 17:31:23,XW127WUX9XANBLYNJ,Website Payment,Completed,2026-06-16 17:31:23,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101470,ORD-501470,SALE,settled,2026-06-29 14:44:53,YQBYKRC5R8VJTNPVQ,Website Payment,Completed,2026-06-29 14:44:53,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101486,ORD-501486,SALE,settled,2026-06-28 11:34:05,YSJ6PQDVEH5Q1ZJHL,Website Payment,Completed,2026-06-28 11:34:05,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101103,ORD-501103,SALE,settled,2026-06-06 10:39:47,Z0LSRHF1PP2W5TWZS,Website Payment,Completed,2026-06-06 10:39:47,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-101651,ORD-501651,SALE,settled,2026-06-30 16:59:42,ZLQG15TUYSC3PRRGM,Website Payment,Completed,2026-06-30 16:59:42,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-100628,ORD-500628,SALE,settled,2026-06-09 19:01:46,ZPX7SYL6Q2TCF3MYN,Website Payment,Completed,2026-06-09 19:01:46,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-100881,ORD-500881,SALE,settled,2026-06-24 10:00:05,ZSZEXF15FU361ARP5,Website Payment,Completed,2026-06-24 10:00:05,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100102,ORD-500102,SALE,declined,2026-06-26 13:07:45,0KCZW7WBPG8ZHWRRU,Website Payment,Denied,2026-06-26 13:37:45,USD,59.99,59.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-100072,ORD-500072,SALE,settled,2026-06-09 13:32:46,0Z1BAXVRSBA4FU2XJ,Website Payment,Completed,2026-06-09 13:32:46,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100442,ORD-500442,SALE,settled,2026-06-15 16:29:32,13GCNYR7TFDPKZPD4,Website Payment,Completed,2026-06-15 16:29:32,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100109,ORD-500109,SALE,settled,2026-06-12 14:34:53,1CK9YCV3Y9B3G9XCD,Website Payment,Completed,2026-06-12 14:34:53,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100655,ORD-500655,SALE,settled,2026-06-05 09:54:57,1YECL5XKEW1XYCQWL,Website Payment,Completed,2026-06-05 09:54:57,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101281,ORD-501281,SALE,settled,2026-06-09 10:58:14,294ZVGDSEK6RNWGMJ,Website Payment,Completed,2026-06-09 10:58:14,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101378,ORD-501378,SALE,declined,2026-06-29 09:39:54,2G6D5JUKCV9S6GRXX,Website Payment,Denied,2026-06-29 10:09:54,USD,9.99,9.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-100703,ORD-500703,SALE,settled,2026-06-14 18:52:41,3T1CT2BE5L5R7U6GN,Website Payment,Completed,2026-06-14 18:52:41,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101621,ORD-501621,SALE,settled,2026-06-15 14:49:45,45CZ2BXZR1ZNBLL9A,Website Payment,Completed,2026-06-15 14:49:45,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100367,ORD-500367,SALE,settled,2026-06-12 12:35:55,487QV7B26698DDTKS,Website Payment,Completed,2026-06-12 12:35:55,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101124,ORD-501124,SALE,settled,2026-06-25 15:20:22,4KRFAXCZRFCGUTDBR,Website Payment,Completed,2026-06-25 15:20:22,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100481,ORD-500481,SALE,settled,2026-06-23 11:32:29,4SK8F4V78E2ML627N,Website Payment,Completed,2026-06-23 11:32:29,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101784,ORD-501784,SALE,settled,2026-06-01 11:14:08,5KCBEYXXU8PFN31H9,Website Payment,Completed,2026-06-01 11:14:08,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-101038,ORD-501038,SALE,settled,2026-06-10 12:52:51,6491BK8KREYQ1EQ8K,Website Payment,Completed,2026-06-10 12:52:51,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-101488,ORD-501488,SALE,settled,2026-06-21 13:26:54,668ZVA5Q1SC5X0BH7,Website Payment,Completed,2026-06-21 13:26:54,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-100880,ORD-500880,SALE,settled,2026-06-18 11:20:55,6HV7SSHHLZXWR528U,Website Payment,Completed,2026-06-18 11:20:55,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-102034,ORD-502034,SALE,settled,2026-06-25 16:27:50,6QQLWR7D2VFS84XST,Website Payment,Completed,2026-06-25 16:27:50,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100854,ORD-500854,SALE,settled,2026-06-26 17:03:20,6T0G2P5LJZTFB88MK,Website Payment,Completed,2026-06-26 17:03:20,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-101502,ORD-501502,SALE,settled,2026-06-12 13:45:49,6XS6X0E7VW392YXYE,Website Payment,Completed,2026-06-12 13:45:49,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100489,ORD-500489,SALE,settled,2026-06-01 14:21:43,72SFAVYG04LV76XK2,Website Payment,Completed,2026-06-01 14:21:43,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-100921,ORD-500921,SALE,settled,2026-06-13 12:11:27,7B5XC50HJWNMCWU27,Website Payment,Completed,2026-06-13 12:11:27,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101678,ORD-501678,SALE,settled,2026-06-02 16:05:30,7G4G8XFZQHW77W2BU,Website Payment,Completed,2026-06-02 16:05:30,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100463,ORD-500463,SALE,settled,2026-06-22 18:30:00,81W8ABCQ5SV125FQ4,Website Payment,Completed,2026-06-22 18:30:00,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100224,ORD-500224,SALE,settled,2026-06-05 19:34:40,865Q2JPK925N5NLP5,Website Payment,Completed,2026-06-05 19:34:40,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101921,ORD-501921,SALE,settled,2026-06-06 14:22:51,8AH6UPRQ9AC6N9PRP,Website Payment,Completed,2026-06-06 14:22:51,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101703,ORD-501703,SALE,settled,2026-06-21 09:18:19,8JU7LYRE1CUQVF03L,Website Payment,Completed,2026-06-21 09:18:19,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100739,ORD-500739,SALE,settled,2026-06-24 12:42:51,8Q1GFJNKWSN028X84,Website Payment,Completed,2026-06-24 12:42:51,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101304,ORD-501304,SALE,settled,2026-06-30 10:06:00,8YGR1UNHPVRF7MK4X,Website Payment,Completed,2026-06-30 10:06:00,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101917,ORD-501917,SALE,settled,2026-06-23 15:14:42,9BL4E4EYWYSK0YQF6,Website Payment,Completed,2026-06-23 15:14:42,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-102044,ORD-502044,SALE,settled,2026-06-14 09:43:41,9EUR0NMVKVKYFXNDA,Website Payment,Completed,2026-06-14 09:43:41,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-100313,ORD-500313,SALE,settled,2026-06-19 16:37:18,9KFH76ZUUE3F6G349,Website Payment,Completed,2026-06-19 16:37:18,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100888,ORD-500888,SALE,settled,2026-06-14 18:25:48,9W5YYC1GNGJAXKPRD,Website Payment,Completed,2026-06-14 18:25:48,USD,59.99,59.99,true,true,59.99,59.99,matched,0.00,matched
paypal_us,TXN-107779,ORD-500098,REFUND,settled,2026-06-10 14:24:14,A0L2ZMXFTFL0C8FE8,Refund,Refunded,2026-06-10 14:24:14,USD,5.00,-5.00,true,true,-5.00,-5.00,matched,0.00,matched
paypal_us,TXN-100386,ORD-500386,SALE,settled,2026-06-28 12:25:42,A9BYQVQXFQ1VCV55E,Website Payment,Completed,2026-06-28 12:25:42,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100743,ORD-500743,SALE,declined,2026-06-08 07:47:25,ADKV6KH5Q2TMBRCF9,Website Payment,Denied,2026-06-08 08:17:25,USD,9.99,9.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-100276,ORD-500276,SALE,settled,2026-06-04 16:15:05,AHK7HMNUS1QU2D6N5,Website Payment,Completed,2026-06-04 16:15:05,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101609,ORD-501609,SALE,settled,2026-06-13 13:51:24,B6R0RL6M3YQNX5F5J,Website Payment,Completed,2026-06-13 13:51:24,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101503,ORD-501503,SALE,declined,2026-06-25 18:57:08,BF2RB6PWAG8GP492C,Website Payment,Denied,2026-06-25 19:27:08,USD,9.99,9.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-100066,ORD-500066,SALE,settled,2026-06-25 12:15:53,BNZH5NLMJWR4MBZC3,Website Payment,Completed,2026-06-25 12:15:53,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100165,ORD-500165,SALE,settled,2026-06-16 13:26:09,BU6ABZGZUA92PLLU5,Website Payment,Completed,2026-06-16 13:26:09,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100902,ORD-500902,SALE,settled,2026-06-08 13:15:28,BVRZE7DV9CK0SDBUV,Website Payment,Completed,2026-06-08 13:15:28,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-101523,ORD-501523,SALE,settled,2026-06-14 18:04:54,C3HNCYPHDKR675L48,Website Payment,Completed,2026-06-14 18:04:54,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100495,ORD-500495,SALE,settled,2026-06-07 11:01:29,C3RN4KMYKB4PZTZ77,Website Payment,Completed,2026-06-07 11:01:29,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100321,ORD-500321,SALE,settled,2026-06-04 16:44:35,C3Z1NSUYX85AB1LR5,Website Payment,Completed,2026-06-04 16:44:35,USD,4.99,4.99,true,true,4.99,4.99,matched,0.00,matched
paypal_us,TXN-100953,ORD-500953,SALE,declined,2026-06-18 08:01:00,C9A0K8EW2BZVYCWM2,Website Payment,Denied,2026-06-18 08:31:00,USD,59.99,59.99,true,true,0.00,0.00,matched_declined,0.00,matched
paypal_us,TXN-101943,ORD-501943,SALE,settled,2026-06-30 08:31:44,CXALXDJPTMQU2XZ0H,Website Payment,Completed,2026-06-30 08:31:44,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-101744,ORD-501744,SALE,settled,2026-06-05 17:34:26,CXNYKNV3XERQUD43V,Website Payment,Completed,2026-06-05 17:34:26,USD,24.99,24.99,true,true,24.99,24.99,matched,0.00,matched
paypal_us,TXN-100768,ORD-500768,SALE,settled,2026-06-28 17:25:30,DCSTA6B7WBLKV76UL,Website Payment,Completed,2026-06-28 17:25:30,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
paypal_us,TXN-100097,ORD-500097,SALE,settled,2026-06-05 12:22:07,DFGVD1L2U4Q60T915,Website Payment,Completed,2026-06-05 12:22:07,USD,9.99,9.99,true,true,9.99,9.99,matched,0.00,matched
