psp,txn_id,order_id,operation_type,provider_ref,currency,cause,corrected_from,engine_usd,provider_usd,corrected_usd,correction_usd
paypal_us,TXN-101375,ORD-501375,SALE,3CPF2NS4ST0S553DK,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101670,ORD-501670,SALE,3H7D8SY7RP3FDM3E1,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101590,ORD-501590,SALE,40AZGKR4THHVFN8BP,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101826,ORD-501826,SALE,47EHM4UCA52H9PRC3,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100665,ORD-500665,SALE,56K572J501FMRRR27,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101794,ORD-501794,SALE,5E5WACP275MTGE61Y,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100326,ORD-500326,SALE,5GK374VH1979437KU,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101397,ORD-501397,SALE,5LTABF0MWVRPGGB9N,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101589,ORD-501589,SALE,68RYCUUUDDZSWYEJG,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100634,ORD-500634,SALE,6LS12HB2KGQCMA0HS,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101457,ORD-501457,SALE,6W58F6JJBHZJHZ357,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101881,ORD-501881,SALE,70URL2WC2E7AXZW8E,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101384,ORD-501384,SALE,7FNC0C3UJQ176AZPC,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101207,ORD-501207,SALE,86YLA21AT9Z9Y0JQB,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-101202,ORD-501202,SALE,8J1C686UYXNSDWQNU,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100761,ORD-500761,SALE,8K7K73QMN598246TC,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101831,ORD-501831,SALE,8R62GZ1CDXMZ27UNH,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101564,ORD-501564,SALE,9GZZK77DJW3CBG7T5,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101513,ORD-501513,SALE,9LHAEB0KBL04DKT7J,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100609,ORD-500609,SALE,9T2T3AFKX6N17A002,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100445,ORD-500445,SALE,9WHJLUVDXVVC410NF,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101662,ORD-501662,SALE,9Y0SE0DRXMDGW84C8,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101534,ORD-501534,SALE,A050HP9498PZX7A4J,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101607,ORD-501607,SALE,A287YHQ2K6W4JWYAX,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100022,ORD-500022,SALE,A8MPX8EDDLLRDV4U1,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101988,ORD-501988,SALE,AGHX6JFLHU56BRYB0,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101528,ORD-501528,SALE,AX3QF8JVAM8BNLQEF,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100717,ORD-500717,SALE,B4DTTH35MV8LN1DK7,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101317,ORD-501317,SALE,B7CJLMQJM3MPYWQSV,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100450,ORD-500450,SALE,B8MGFEX2LVF0Z2VF8,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101969,ORD-501969,SALE,BQ6GU7XTNWWU5A75W,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101409,ORD-501409,SALE,BREA1DQJ77504DWR2,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101509,ORD-501509,SALE,C1XZ0V275KMKWMBXU,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100558,ORD-500558,SALE,C4QNK7WTNK78P8WQ3,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101410,ORD-501410,SALE,C582R4JG7XDKD3ZFD,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100803,ORD-500803,SALE,C6AW1VKRXP301CTJN,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101019,ORD-501019,SALE,CE79JXDX3EKRK5GHB,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101533,ORD-501533,SALE,CHEWPN9C1UTHGHPTW,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101493,ORD-501493,SALE,CKAQP0WDNPN58XQWJ,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100376,ORD-500376,SALE,CLEYLRWATLNXCYM6E,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-101856,ORD-501856,SALE,CMANVZX3HQY4A9VLQ,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101584,ORD-501584,SALE,D02T47UVH640VWBFY,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100849,ORD-500849,SALE,D5DAPEWJB7XS2YQND,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100212,ORD-500212,SALE,D8U12ST2EWCCTS8LW,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100264,ORD-500264,SALE,DQ3ZU93S7MRCF6S1R,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101013,ORD-501013,SALE,DXV407TZRYZPGD87H,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101371,ORD-501371,SALE,E05WZRA8DSR70RUTS,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100335,ORD-500335,SALE,E75WDHX04LYY0ZMK4,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100438,ORD-500438,SALE,EBH4CT5WV62Z7T5NX,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100925,ORD-500925,SALE,EU1SLTNBNXYTRACB6,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100944,ORD-500944,SALE,EX7AZ058D9L9U9KNS,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101807,ORD-501807,SALE,F017LBVN5MQ91SYGW,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101895,ORD-501895,SALE,FJCLK02M5GP5XW8BF,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-102039,ORD-502039,SALE,G24KWY51VWNXJEX35,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100991,ORD-500991,SALE,G4A99CNRE5AMT7UHU,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100254,ORD-500254,SALE,G5MEGH7QX3Y01SE91,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101646,ORD-501646,SALE,GBC7C9MD2CN5C9QTV,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101474,ORD-501474,SALE,GG8MHZC12EFGE5TYK,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100799,ORD-500799,SALE,GPRK6B8LYGP1CT0WU,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101238,ORD-501238,SALE,GSWG4J6DJC6AH616D,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100673,ORD-500673,SALE,GTFJWU2PAZR2930P3,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100135,ORD-500135,SALE,GXC8V4X2Y8UG98MJF,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101278,ORD-501278,SALE,GYU2HF56VRX2BMUXA,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100725,ORD-500725,SALE,GYVKN81H2A340H87M,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101562,ORD-501562,SALE,HE6YQV6SFLKF75KY7,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100832,ORD-500832,SALE,HPJ3PTXRN2B0F1XZ6,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101322,ORD-501322,SALE,HUMZ2JMW7NN5E5UK0,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100152,ORD-500152,SALE,JVNNU3NBAVUNTQCJX,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101008,ORD-501008,SALE,K2GBY8NGU35R6VMKZ,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101661,ORD-501661,SALE,K3L9JRX4T1S0KERL4,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-102036,ORD-502036,SALE,K6UXNW1VKB4P3JPXN,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101339,ORD-501339,SALE,KFTLFVW0LE95CQ686,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100784,ORD-500784,SALE,KGK20RDLQZ0EQGP28,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101834,ORD-501834,SALE,LE6UKPC6QWM1YES2N,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100920,ORD-500920,SALE,LQESNGKE1AVKEZ8Z9,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100113,ORD-500113,SALE,LXHXC6PUMJD62LAQR,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101163,ORD-501163,SALE,LYUVJQYDV4RHBQPGH,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101394,ORD-501394,SALE,M5NP107QJGHDNHABA,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100366,ORD-500366,SALE,MHLKBSE860SY7DU54,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101708,ORD-501708,SALE,MWSHBYQ9AG1BAGJT7,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100621,ORD-500621,SALE,MXRHKEFN78RN6M8C7,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100067,ORD-500067,SALE,N46VZEWSQRDLGZ7TR,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100870,ORD-500870,SALE,NCUD13FZSUS8YB7JA,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100033,ORD-500033,SALE,NGGJW0MND6WT9GVBS,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-101556,ORD-501556,SALE,NLVMDUBC2SLRLXK1M,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100248,ORD-500248,SALE,NQLBE6QV0PC4KD2W4,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100338,ORD-500338,SALE,P09LLJZM55E4DKGHM,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101886,ORD-501886,SALE,PX2H3WU5LPK4RXEG7,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101408,ORD-501408,SALE,QRCMLNCTCV708DG5M,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-101828,ORD-501828,SALE,QSDZAF66280S1GGYG,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100261,ORD-500261,SALE,QUWTW9W4Z7WGU5KH9,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100723,ORD-500723,SALE,R4A4KU79WUR4L4XBF,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101947,ORD-501947,SALE,R6R5YTQAXV2GNBYVG,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101203,ORD-501203,SALE,REMZYJASDCXLABAM2,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100427,ORD-500427,SALE,RL7U1B69CGSTYA9HT,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101386,ORD-501386,SALE,RL8EC16AWHFX9ZMVP,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100793,ORD-500793,SALE,RRXXZ19YX05KRBK7G,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100177,ORD-500177,SALE,S66DT6VF57V9SWGRS,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101464,ORD-501464,SALE,S9A4CHZ4RZKSCLRZ4,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100410,ORD-500410,SALE,SAAPDBLNST0US9MJH,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101592,ORD-501592,SALE,SR4LLEVCZ1GTSP9FA,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-101140,ORD-501140,SALE,SYQYVGGXAJSQ39MYR,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100653,ORD-500653,SALE,SZ5JJJDV76180F1SL,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101929,ORD-501929,SALE,TB39Y3GE7F8ST8U2X,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100749,ORD-500749,SALE,U3XNF06E5UVH0U9EJ,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101608,ORD-501608,SALE,U8XDF5M0L8HEUGASX,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101654,ORD-501654,SALE,U9SA3YAAKXZA75NV4,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101911,ORD-501911,SALE,UDWM4HNQH73WF9MHP,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101956,ORD-501956,SALE,UPM3UJFBVVZDNTB19,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100079,ORD-500079,SALE,VBV05JDBDXEEJ6BTR,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-102014,ORD-502014,SALE,VFQ37972Y3XEXUDR0,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100765,ORD-500765,SALE,WGSPUBCJN9V457PTU,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101021,ORD-501021,SALE,X5D1LDF0LX11G42G3,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100556,ORD-500556,SALE,X851C3GRKARBFKV4G,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100957,ORD-500957,SALE,XY6E33NLFWUH6EDDN,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101399,ORD-501399,SALE,YP6ZBJ4LD167P1TVB,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101882,ORD-501882,SALE,YTHGYQM8GA4VBQB5P,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101669,ORD-501669,SALE,00JKAQ7XXEY8F502D,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101714,ORD-501714,SALE,026JRB5GW7T65X3CF,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100979,ORD-500979,SALE,03VSTY03A3JYT20GF,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101400,ORD-501400,SALE,0NC2WUNNNZKZRLJZF,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101946,ORD-501946,SALE,11PQYNRHK706AQZ36,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101176,ORD-501176,SALE,19FQLGHQ5DRSE9VBF,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-102013,ORD-502013,SALE,1ADD5SEPDKK85HM3S,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101998,ORD-501998,SALE,1F9UKWBC252K1W6GS,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-101432,ORD-501432,SALE,1RLZUGRFMDDMQABEL,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101979,ORD-501979,SALE,21VU8HX2YWVP4TT4J,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100055,ORD-500055,SALE,263PWS0BM7VFTPVUF,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101543,ORD-501543,SALE,2BB3VYPHD67LL3SHZ,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100421,ORD-500421,SALE,36A092M9PF0J21MLH,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101636,ORD-501636,SALE,3D67PGJ40F3XJF8DL,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101071,ORD-501071,SALE,3MTM0VURB84SFW8G8,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101413,ORD-501413,SALE,46ZEVCZ37MQHJFX33,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100447,ORD-500447,SALE,4ABEPKZ9TN54HWTPM,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101557,ORD-501557,SALE,4L5KE2M3M8KBMQVG3,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100342,ORD-500342,SALE,4PNZMW68XXWE666HV,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100939,ORD-500939,SALE,4ULGA6RDSYAKYGQUX,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100865,ORD-500865,SALE,4VSA9EVB8RTW8JDVZ,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101591,ORD-501591,SALE,5BEDH0KWBH8FYYJ0U,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101903,ORD-501903,SALE,5L61KF7WXPB1ELRZT,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101258,ORD-501258,SALE,5NSBU7919RSWGS1MJ,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100240,ORD-500240,SALE,5PK3VYTXMJNU9FMCH,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100966,ORD-500966,SALE,5Q8F0DZ88F9EUCY8G,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101508,ORD-501508,SALE,60HXPPRSCQ30PR0FC,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100344,ORD-500344,SALE,62565PT3H5HZQV8XD,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101254,ORD-501254,SALE,63EJABR866CSYXW2W,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100339,ORD-500339,SALE,64JD099S7A4WTJP2G,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100684,ORD-500684,SALE,67R1B5WUPAZP1TK9U,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100906,ORD-500906,SALE,74WL2JBUPX7K52AN6,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100884,ORD-500884,SALE,7FTLSR4XAT5TKVLKF,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100822,ORD-500822,SALE,7ZHH8D4Q0MTAET8KD,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101162,ORD-501162,SALE,86SZ0Q7Z6Q2XFGQ4A,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101481,ORD-501481,SALE,8H572997D656ETT8A,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101868,ORD-501868,SALE,9A7L4L51RYPU0E05W,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100782,ORD-500782,SALE,9J0Q15DPE51TB3LMZ,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100992,ORD-500992,SALE,9M7MMV1F93TWSQNC5,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100002,ORD-500002,SALE,9NHY44RKMRSMT55W9,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100409,ORD-500409,SALE,9YP6FBVTVGSANLX9U,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100170,ORD-500170,SALE,AQXB3SLT2BBAX499V,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101520,ORD-501520,SALE,AXHTX8N5LKX3M50EN,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101757,ORD-501757,SALE,AZ6JXJP0B2JUZ56C4,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100878,ORD-500878,SALE,BD60RXQ0RHMVH7Y8L,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100293,ORD-500293,SALE,BJEP6MMJKV7V7NLGB,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101825,ORD-501825,SALE,BQ00SBGFQPD2SAGF8,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100658,ORD-500658,SALE,BTFSA2MJEW6NMQZ29,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101225,ORD-501225,SALE,BTQZ6V7SXXKE2Q4JW,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101848,ORD-501848,SALE,C7C9QVKUVNDEKW43G,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100146,ORD-500146,SALE,CPWF3MP34MAKYEZVU,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100559,ORD-500559,SALE,D95BH8LXY65YXQV17,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100476,ORD-500476,SALE,DCY7F7N863PXS87KF,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100417,ORD-500417,SALE,DKF4J3HQ2T5C4Q9JC,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101777,ORD-501777,SALE,DQLCRR8WX98VHDMBH,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100193,ORD-500193,SALE,DZU9870XKVF40N2F3,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-100554,ORD-500554,SALE,EEDTP34ER3MKX0GFV,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-102003,ORD-502003,SALE,EST0P9XSCM3FLB1A8,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-102038,ORD-502038,SALE,F0KQ9PY28WGK1RJ4U,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100915,ORD-500915,SALE,F5WMK5KZSZY03QCC8,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-101035,ORD-501035,SALE,FERT6E8B54VBMQ3N9,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-102026,ORD-502026,SALE,FRPWLJULJUM9RJ1A0,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100093,ORD-500093,SALE,FWCRXLLY9QF3N54GF,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-101504,ORD-501504,SALE,G47U89LR4JNUMFN0G,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101310,ORD-501310,SALE,GGWXGLW5PGM96CTYZ,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101864,ORD-501864,SALE,GHBM1HWA8AHTVA61X,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101771,ORD-501771,SALE,GXAZDLR3UH8CBDDZV,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101614,ORD-501614,SALE,GZGNS3M7E7BRZQLBQ,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100766,ORD-500766,SALE,HNFYZPZPYMF838FDP,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-102004,ORD-502004,SALE,HUEG1QNJE5E3FAVB7,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100210,ORD-500210,SALE,HW3YL0CAW1TT13YE6,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-101575,ORD-501575,SALE,HYGP0GC5BQ5TZ0PMH,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100937,ORD-500937,SALE,J3WFNUTYZ0ZKFF9KU,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-102023,ORD-502023,SALE,J5PNJ4BUCL9LD0C3K,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100420,ORD-500420,SALE,JC3XR16XEJ6MVV08T,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100491,ORD-500491,SALE,JJEMR83AKMFS4Y0LE,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100487,ORD-500487,SALE,JL1DY380XQL2QKVXE,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101933,ORD-501933,SALE,K01K94FVNK82GT8G4,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100197,ORD-500197,SALE,K0EYAC4RL6NRV5VFN,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100032,ORD-500032,SALE,K10QUAUSJ21CWK2AM,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100189,ORD-500189,SALE,K38F1V9PHFV2UV3QM,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101666,ORD-501666,SALE,K7S4D9JTVNVVVY189,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100515,ORD-500515,SALE,KTBFLWHZ77LT8WNJZ,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100804,ORD-500804,SALE,KWR2MXKFQ7AZ0V7ZP,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101002,ORD-501002,SALE,L5Q8UMWYG9WUU5S23,USD,matched,engine,59.99,59.99,59.99,0.00
paypal_us,TXN-100158,ORD-500158,SALE,LUS2RA9EPWB6YHXFU,USD,matched_declined,engine,0.00,0.00,0.00,0.00
paypal_us,TXN-101615,ORD-501615,SALE,LVWFLFCXBUBJSF9JE,USD,matched,engine,24.99,24.99,24.99,0.00
paypal_us,TXN-100901,ORD-500901,SALE,LWFQNTHALN3NZHM1T,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-101191,ORD-501191,SALE,M634DS5W68EBD8P7Q,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100734,ORD-500734,SALE,M63E7YGQN67VLEN6Y,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100221,ORD-500221,SALE,M6SQGNDCRFFXCUDDK,USD,matched,engine,4.99,4.99,4.99,0.00
paypal_us,TXN-100579,ORD-500579,SALE,MDCK8GP1835FAJP1Z,USD,matched,engine,9.99,9.99,9.99,0.00
paypal_us,TXN-100099,ORD-500099,SALE,MR5ULXRVTEH4JSHFN,USD,matched,engine,9.99,9.99,9.99,0.00
